Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name)
Thomas,Pynchon,,Novelist,Male,American,"Thomas, Pynchon","Pynchon, Thomas"
Thomas,Vinterberg,,"Film Director, Screenwriter",Male,Danish,"Thomas, Vinterberg","Vinterberg, Thomas"
Thomas,Wolfe,,Novelist,Male,American,"Thomas, Wolfe","Wolfe, Thomas"
Thucydides,,,Historian,Male,Greek,Thucydides,Thucydides
Timothy,Morton,,"Philosopher, Ecological Theorist",Male,"British, American","Timothy, Morton","Morton, Timothy"
Titian,,Tiziano Vecellio,Painter,Male,Italian,Titian,Titian
Titus,Livius,Livy,Historian,Male,Roman,"Titus, Livius","Livius, Titus"
Todd,Haynes,,"Film Director, Screenwriter",Male,American,"Todd, Haynes","Haynes, Todd"
Tom,Tykwer,,"Film Director, Composer",Male,German,"Tom, Tykwer","Tykwer, Tom"
Tom,Wolfe,,"Journalist, Author",Male,American,"Tom, Wolfe","Wolfe, Tom"
Toni,Morrison,,"Novelist, Essayist, Editor",Female,American,"Toni, Morrison","Morrison, Toni"
Truman,Capote,,"Novelist, Short Story Writer, Playwright, Journalist",Male,American,"Truman, Capote","Capote, Truman"
Tsai,Ming-liang,,Film Director,Male,"Malaysian, Taiwanese","Tsai, Ming-liang","Ming-liang, Tsai"
Umberto,Boccioni,,"Painter, Sculptor",Male,Italian,"Umberto, Boccioni","Boccioni, Umberto"
Umberto,Eco,,"Novelist, Literary Critic, Philosopher",Male,Italian,"Umberto, Eco","Eco, Umberto"
Ursula K.,Le Guin,,"Novelist, Short Story Writer, Poet",Female,American,"Ursula K., Le Guin","Le Guin, Ursula K."
Valentine Cameron,Prinsep,,Painter,Male,British,"Valentine Cameron, Prinsep","Prinsep, Valentine Cameron"
Valeska,Grisebach,,"Film Director, Screenwriter",Female,German,"Valeska, Grisebach","Grisebach, Valeska"
Vasily,Grossman,,"Novelist, Journalist",Male,Soviet,"Vasily, Grossman","Grossman, Vasily"
Věra,Chytilová,,"Film Director, Screenwriter",Female,Czech,"Věra, Chytilová","Chytilová, Věra"
Victor,Brauner,,Painter,Male,Romanian,"Victor, Brauner","Brauner, Victor"
Victor,Erice,,"Film Director, Screenwriter",Male,Spanish,"Victor, Erice","Erice, Victor"
Victor,Hugo,,"Novelist, Poet, Playwright",Male,French,"Victor, Hugo","Hugo, Victor"
Viktor,Frankl,,"Psychiatrist, Holocaust Survivor",Male,Austrian,"Viktor, Frankl","Frankl, Viktor"
Viktor,Vasnetsov,,Painter,Male,Russian,"Viktor, Vasnetsov","Vasnetsov, Viktor"
Vilém,Flusser,,"Philosopher, Media Theorist",Male,"Czech, Brazilian","Vilém, Flusser","Flusser, Vilém"
Vincent,van Gogh,,Painter,Male,Dutch,"Vincent, van Gogh","van Gogh, Vincent"
Virginia,Woolf,,"Novelist, Essayist, Publisher, Critic",Female,British,"Virginia, Woolf","Woolf, Virginia"
Virginie,Despentes,,"Novelist, Essayist",Female,French,"Virginie, Despentes","Despentes, Virginie"
Vladimir,Nabokov,,"Novelist, Poet, Scholar",Male,"Russian, American","Vladimir, Nabokov","Nabokov, Vladimir"
Voltaire,,François-Marie Arouet,"Philosopher, Writer",Male,French,Voltaire,Voltaire
W. G.,Sebald,,"Novelist, Essayist, Academic",Male,German,"W. G., Sebald","Sebald, W. G."
Walerian,Borowczyk,,"Film Director, Animator",Male,Polish,"Walerian, Borowczyk","Borowczyk, Walerian"
Wallace,Stevens,,Poet,Male,American,"Wallace, Stevens","Stevens, Wallace"
Walter,Benjamin,,"Philosopher, Cultural Critic, Essayist",Male,German,"Walter, Benjamin","Benjamin, Walter"
Wassily,Kandinsky,,Painter,Male,Russian,"Wassily, Kandinsky","Kandinsky, Wassily"
Werner,Herzog,,"Film Director, Writer",Male,German,"Werner, Herzog","Herzog, Werner"
Wilhelm,Morgner,,Painter,Male,German,"Wilhelm, Morgner","Morgner, Wilhelm"
Willa,Cather,,"Novelist, Short Story Writer",Female,American,"Willa, Cather","Cather, Willa"
Willem de,Kooning,,Painter,Male,"Dutch, American","Willem de, Kooning","Kooning, Willem de"
William of Ockham,,,"Philosopher, Theologian",Male,English,William of Ockham,William of Ockham
William S.,Burroughs,,"Novelist, Short Story Writer",Male,American,"William S., Burroughs","Burroughs, William S."
William,Beckford,,"Gothic Novelist, Art Collector",Male,English,"William, Beckford","Beckford, William"
William,Blake,,"Painter, Printmaker, Poet",Male,British,"William, Blake","Blake, William"
William,Burroughs,,"Novelist, Short Story Writer, Essayist",Male,American,"William, Burroughs","Burroughs, William"
William,Faulkner,,"Novelist, Short Story Writer",Male,American,"William, Faulkner","Faulkner, William"
William,Gaddis,,Novelist,Male,American,"William, Gaddis","Gaddis, William"
William,Gass,,"Novelist, Short Story Writer, Critic",Male,American,"William, Gass","Gass, William"
William,Gibson,,Science Fiction Writer,Male,"American, Canadian","William, Gibson","Gibson, William"
William,Golding,,"Novelist, Playwright, Poet",Male,British,"William, Golding","Golding, William"
William,Holman Hunt,,Painter,Male,British,"William, Holman Hunt","Holman Hunt, William"
William,James,,"Philosopher, Psychologist",Male,American,"William, James","James, William"
William,Morris,,"Designer, Craftsman",Male,British,"William, Morris","Morris, William"
William,Mortensen,,"Photographer, Painter",Male,American,"William, Mortensen","Mortensen, William"
William,Rimmer,,"Painter, Sculptor",Male,American,"William, Rimmer","Rimmer, William"
William,Shakespeare,,"Playwright, Poet",Male,English,"William, Shakespeare","Shakespeare, William"
William,Turner,Joseph Mallord William Turner,Painter,Male,British,"William, Turner","Turner, William"
William,Wordsworth,,Poet,Male,English,"William, Wordsworth","Wordsworth, William"
Wim,Wenders,,"Film Director, Photographer, Screenwriter",Male,German,"Wim, Wenders","Wenders, Wim"
Winslow,Homer,,Painter,Male,American,"Winslow, Homer","Homer, Winslow"
Witold,Gombrowicz,,"Novelist, Playwright",Male,Polish,"Witold, Gombrowicz","Gombrowicz, Witold"
Wladyslaw,Podkowinski,,Painter,Male,Polish,"Wladyslaw, Podkowinski","Podkowinski, Wladyslaw"
Wojciech,Jerzy Has,,Film Director,Male,Polish,"Wojciech, Jerzy Has","Jerzy Has, Wojciech"
Wojciech,Marczewski,,"Film Director, Screenwriter",Male,Polish,"Wojciech, Marczewski","Marczewski, Wojciech"
Wojciech,Smarzowski,,"Film Director, Screenwriter",Male,Polish,"Wojciech, Smarzowski","Smarzowski, Wojciech"
Wong,Kar-wai,,"Film Director, Screenwriter",Male,Hong Kong,"Wong, Kar-wai","Kar-wai, Wong"
Xavier,Dolan,,"Film Director, Screenwriter, Actor",Male,Canadian,"Xavier, Dolan","Dolan, Xavier"
Xavier,Mellery,,Painter,Male,Belgian,"Xavier, Mellery","Mellery, Xavier"
Xenophanes,,,"Philosopher, Poet",Male,Greek,Xenophanes,Xenophanes
Xul,Solar,Oscar Agustín Alejandro Schulz Solari,Painter,Male,Argentine,"Xul, Solar","Solar, Xul"
Yasujirō,Ozu,,"Film Director, Screenwriter",Male,Japanese,"Yasujirō, Ozu","Ozu, Yasujirō"
Yayoi,Kusama,,"Sculptor, Installation Artist",Female,Japanese,"Yayoi, Kusama","Kusama, Yayoi"
Yevgeny,Zamyatin,,"Novelist, Playwright, Short Story Writer",Male,Russian,"Yevgeny, Zamyatin","Zamyatin, Yevgeny"
Yorgos,Lanthimos,,"Film Director, Screenwriter",Male,Greek,"Yorgos, Lanthimos","Lanthimos, Yorgos"
Yukio,Mishima,,"Novelist, Playwright, Poet, Actor",Male,Japanese,"Yukio, Mishima","Mishima, Yukio"
Yuri,Norstein,,Animation Director,Male,Russian,"Yuri, Norstein","Norstein, Yuri"
Yuri,Olesha,,"Novelist, Short Story Writer",Male,Russian,"Yuri, Olesha","Olesha, Yuri"
Yves,Klein,,Painter,Male,French,"Yves, Klein","Klein, Yves"
Yves,Tanguy,,Painter,Male,French,"Yves, Tanguy","Tanguy, Yves"
Zack,Snyder,,"Film Director, Screenwriter",Male,American,"Zack, Snyder","Snyder, Zack"
Zadie,Smith,,"Novelist, Essayist, Short Story Writer",Female,British,"Zadie, Smith","Smith, Zadie"
Zaha,Hadid,,"Architect, Designer",Female,"Iraqi, British","Zaha, Hadid","Hadid, Zaha"
Zdzisław,Beksiński,,Painter,Male,Polish,"Zdzisław, Beksiński","Beksiński, Zdzisław"
Zeno of Citium,,,Philosopher,Male,Greek,Zeno of Citium,Zeno of Citium
Zeno of Elea,,,Philosopher,Male,Greek,Zeno of Elea,Zeno of Elea
Zora Neale,Hurston,,"Anthropologist, Writer",Female,American,"Zora Neale, Hurston","Hurston, Zora Neale"
Zygmunt,Bauman,,"Philosopher, Sociologist",Male,"Polish, British","Zygmunt, Bauman","Bauman, Zygmunt"
